carat,cut,depth,table,price,x,y,z
0.83,4,62.5,54.0,3556,6.08,6.02,3.78
0.9,3,63.4,58.0,3556,6.08,6.01,3.83
0.83,4,59.7,59.0,3556,6.14,6.12,3.66
0.73,4,60.0,58.0,3557,5.9,5.86,3.53
0.83,4,60.2,60.0,3557,6.04,6.09,3.65
0.91,5,62.7,57.0,3557,6.15,6.19,3.87
0.91,5,61.8,56.0,3557,6.21,6.24,3.85
0.88,5,61.6,56.0,3557,6.13,6.17,3.79
0.95,5,60.6,57.0,3558,6.4,6.34,3.86
0.8,3,63.6,57.0,3559,5.82,5.91,3.73
0.83,5,62.2,55.0,3560,6.01,6.03,3.74
0.79,5,62.0,56.0,3561,5.91,5.94,3.67
0.7,2,59.9,59.0,3561,5.69,5.73,3.42
0.93,3,62.5,58.0,3562,6.2,6.25,3.89
1.0,4,59.2,61.0,3562,6.59,6.51,3.87
1.0,5,61.0,55.0,3562,6.45,6.41,3.92
0.75,5,61.7,55.0,3562,5.85,5.82,3.6
0.93,3,63.5,57.0,3563,6.13,6.21,3.92
0.78,3,63.3,56.0,3563,5.84,5.89,3.71
1.01,3,63.1,58.0,3563,6.38,6.33,4.01
1.01,4,62.5,62.0,3563,6.41,6.36,3.99
1.01,3,63.4,60.0,3563,6.33,6.26,3.99
1.01,4,61.7,58.0,3563,6.44,6.4,3.96
1.01,4,61.8,60.0,3563,6.41,6.37,3.95
1.01,4,60.2,61.0,3563,6.49,6.43,3.89
0.78,3,61.0,55.0,3564,5.94,5.96,3.63
1.04,4,62.8,59.0,3564,6.47,6.42,4.05
0.72,5,61.8,56.0,3564,5.72,5.74,3.54
0.8,5,62.7,57.0,3564,5.88,5.92,3.7
1.04,1,66.1,60.0,3564,6.32,6.23,4.15
0.73,3,60.2,60.0,3565,5.81,5.85,3.51
0.72,4,62.9,59.0,3566,5.75,5.67,3.59
0.87,5,60.4,58.0,3566,6.19,6.23,3.75
0.73,3,60.2,61.0,3567,5.83,5.89,3.53
0.9,2,61.9,64.0,3567,6.0,6.09,3.74
0.7,3,61.2,56.0,3567,5.68,5.75,3.5
0.91,3,63.1,56.0,3567,6.2,6.13,3.89
0.9,4,61.7,56.0,3568,6.16,6.09,3.78
1.0,4,60.0,60.0,3568,6.47,6.42,3.87
0.72,5,61.7,55.0,3568,5.77,5.8,3.57
0.9,3,62.7,59.0,3569,6.1,6.18,3.85
0.9,3,62.4,58.0,3569,6.15,6.19,3.85
1.0,2,64.0,59.0,3569,6.24,6.29,4.01
0.97,5,62.4,55.0,3569,6.38,6.34,3.97
0.72,2,63.3,55.0,3570,5.69,5.75,3.62
0.9,2,63.5,55.0,3570,6.12,6.22,3.92
0.83,5,61.7,57.0,3570,6.02,6.07,3.73
0.6,5,61.6,56.0,3570,5.41,5.43,3.34
0.9,3,63.2,56.0,3570,6.15,6.09,3.87
1.2,5,61.9,56.0,3570,6.85,6.82,4.23
0.74,5,61.5,56.0,3572,5.79,5.82,3.57
1.19,4,60.2,61.0,3572,6.91,6.87,4.15
0.91,3,58.3,60.0,3573,6.33,6.4,3.71
1.16,4,62.1,58.0,3573,6.72,6.65,4.15
1.1,3,63.5,57.0,3573,6.55,6.53,4.15
0.9,2,63.2,62.0,3574,6.09,6.19,3.88
0.9,2,63.9,60.0,3574,6.07,6.1,3.89
0.91,5,62.4,56.0,3574,6.2,6.24,3.88
1.15,4,61.2,58.0,3574,6.8,6.74,4.14
1.0,3,59.1,62.0,3575,6.47,6.5,3.83
1.0,1,65.1,59.0,3575,6.3,6.23,4.08
0.93,3,62.8,56.0,3576,6.14,6.22,3.88
0.71,5,60.4,60.0,3576,5.77,5.82,3.5
0.76,5,61.8,56.0,3577,5.85,5.89,3.63
0.82,5,62.1,55.0,3577,5.98,6.0,3.72
0.9,2,59.0,62.0,3577,6.23,6.27,3.69
0.84,2,61.9,61.0,3577,6.03,6.05,3.74
1.01,3,60.8,63.0,3577,6.4,6.36,3.88
0.82,4,62.6,60.0,3577,5.97,5.91,3.72
0.9,5,62.0,57.0,3578,6.17,6.19,3.83
0.9,4,58.7,58.0,3578,6.3,6.28,3.69
0.8,5,61.1,58.0,3578,5.96,6.03,3.66
0.78,2,59.4,62.0,3578,6.02,6.07,3.59
0.71,4,61.1,58.0,3578,5.8,5.72,3.52
0.91,3,62.5,58.0,3579,6.13,6.19,3.85
0.91,4,62.7,58.0,3579,6.14,6.18,3.86
1.06,4,58.4,62.0,3579,6.7,6.65,3.9
0.9,4,58.8,59.0,3579,6.28,6.24,3.68
0.71,3,61.5,61.0,3580,5.7,5.75,3.52
0.9,3,62.3,58.0,3580,6.12,6.17,3.83
0.9,3,63.3,59.0,3580,6.1,6.06,3.85
0.9,4,62.2,58.0,3580,6.18,6.13,3.83
1.0,2,64.3,59.0,3580,6.27,6.21,4.01
0.9,3,61.6,57.0,3581,6.13,6.17,3.79
0.76,4,61.7,59.0,3581,5.87,5.9,3.63
0.9,3,59.9,60.0,3581,6.19,6.23,3.72
0.9,3,60.9,56.0,3581,6.18,6.24,3.78
0.78,5,62.1,56.0,3581,5.88,5.9,3.66
1.04,2,64.0,60.0,3581,6.38,6.33,4.07
0.8,5,62.2,56.0,3581,5.92,5.95,3.69
1.02,4,62.2,52.0,3581,6.47,6.43,4.01
0.78,5,61.4,56.0,3582,5.91,5.95,3.64
0.71,5,61.5,58.0,3582,5.75,5.77,3.54
0.71,2,57.8,62.0,3583,5.82,5.95,3.4
0.79,4,62.6,56.0,3583,5.92,5.87,3.69
0.98,1,68.6,58.0,3583,6.18,6.04,4.19
0.9,3,61.0,59.0,3584,6.14,6.18,3.76
1.0,4,60.2,58.0,3584,6.55,6.48,3.92
0.76,5,61.3,55.0,3584,5.87,5.91,3.61
0.9,2,63.6,59.0,3584,6.05,6.09,3.86
0.8,5,62.2,57.0,3584,5.98,5.95,3.71
1.0,2,63.9,55.0,3584,6.41,6.34,4.07
1.0,4,61.3,57.0,3584,6.45,6.4,3.94
1.0,1,64.8,59.0,3584,6.23,6.14,4.01
1.0,4,60.0,62.0,3584,6.53,6.51,3.91
1.0,4,60.9,61.0,3584,6.41,6.37,3.89
1.0,5,61.8,56.0,3584,6.43,6.38,3.96
1.0,4,60.2,58.0,3584,6.47,6.42,3.88
0.7,5,62.2,54.0,3585,5.68,5.74,3.55
0.7,5,62.4,54.0,3585,5.66,5.71,3.55
0.97,4,60.4,61.0,3585,6.4,6.37,3.86
0.92,3,63.3,57.0,3586,6.22,6.17,3.92
0.9,5,61.6,55.0,3587,6.24,6.27,3.85
0.7,4,61.9,60.0,3587,5.68,5.63,3.5
1.04,5,59.0,57.0,3588,6.65,6.6,3.91
0.91,5,60.9,57.0,3588,6.27,6.3,3.83
0.82,5,61.8,55.0,3588,5.97,6.01,3.7
1.11,4,61.9,58.0,3589,6.63,6.66,4.11
0.73,5,61.2,56.0,3589,5.82,5.85,3.57
0.95,3,58.7,63.0,3590,6.37,6.43,3.76
0.78,5,62.0,57.0,3590,5.9,5.86,3.65
0.74,5,61.9,54.0,3590,5.78,5.82,3.59
1.08,3,63.1,59.0,3590,6.51,6.46,4.09
0.7,4,62.2,58.0,3591,5.63,5.69,3.52
0.84,4,62.4,60.0,3591,5.98,6.04,3.75
1.01,3,61.9,59.0,3592,6.34,6.38,3.94
1.01,3,63.4,57.0,3592,6.39,6.32,4.03
0.9,3,62.6,60.0,3593,6.1,6.16,3.84
0.82,3,61.3,56.0,3593,6.02,6.06,3.7
0.99,1,71.6,57.0,3593,5.94,5.8,4.2
1.05,4,59.4,62.0,3593,6.66,6.58,3.93
0.74,5,62.0,57.0,3593,5.81,5.78,3.6
0.93,4,60.8,59.0,3594,6.35,6.28,3.84
0.9,3,61.9,59.0,3595,6.17,6.21,3.83
0.9,3,62.3,58.0,3595,6.16,6.19,3.85
1.07,5,60.8,57.0,3595,6.62,6.6,4.02
0.73,5,61.6,56.0,3595,5.8,5.83,3.58
0.78,5,61.7,57.0,3595,5.87,5.93,3.64
0.9,2,63.7,63.0,3595,6.05,6.1,3.87
0.9,2,61.6,61.0,3595,6.12,6.16,3.78
0.9,2,64.1,58.0,3595,6.04,6.09,3.89
0.9,2,65.8,60.0,3595,5.94,5.97,3.92
0.84,3,61.8,57.0,3596,6.04,6.07,3.74
0.9,3,61.6,59.0,3597,6.13,6.19,3.8
1.01,1,60.1,66.0,3597,6.44,6.41,3.86
0.8,5,62.6,55.0,3597,5.91,5.94,3.71
1.01,2,63.8,57.0,3597,6.36,6.31,4.04
1.01,1,68.7,58.0,3597,6.14,6.0,4.19
1.01,1,67.3,62.0,3597,6.09,6.03,4.08
1.01,1,66.7,64.0,3597,6.14,6.05,4.06
1.01,4,61.3,58.0,3597,6.42,6.33,3.91
1.01,4,62.2,58.0,3597,6.4,6.37,3.97
1.01,5,60.5,56.0,3599,6.49,6.53,3.94
1.02,4,62.6,60.0,3599,6.42,6.39,4.01
0.9,4,62.6,60.0,3599,6.18,6.09,3.84
0.9,4,62.2,60.0,3599,6.19,6.15,3.84
1.05,4,60.7,61.0,3599,6.56,6.52,3.97
1.02,5,61.0,56.0,3599,6.53,6.51,3.98
0.9,5,62.0,55.0,3599,6.23,6.15,3.84
1.02,3,63.4,56.0,3599,6.42,6.36,4.05
1.5,4,61.1,59.0,3599,7.37,7.26,4.47
0.9,2,64.0,57.0,3601,6.11,6.14,3.92
0.81,5,62.0,55.0,3601,5.97,5.99,3.71
0.78,3,60.0,56.0,3601,6.0,6.03,3.61
1.02,3,61.1,61.0,3601,6.44,6.5,3.95
0.9,3,61.6,56.0,3601,6.22,6.29,3.85
0.72,5,61.1,56.0,3601,5.78,5.81,3.54
0.78,5,61.7,55.0,3601,5.92,6.0,3.68
0.72,5,60.8,56.0,3601,5.78,5.82,3.53
0.72,5,61.4,56.0,3601,5.78,5.8,3.55
0.72,5,61.5,56.0,3601,5.77,5.81,3.56
0.72,4,62.7,56.0,3601,5.76,5.69,3.59
1.09,4,61.3,60.0,3601,6.66,6.59,4.06
0.7,5,61.0,57.0,3602,5.71,5.76,3.5
0.83,4,58.8,58.0,3602,6.2,6.15,3.63
1.13,5,61.1,56.0,3603,6.71,6.77,4.12
1.04,3,59.6,57.0,3603,6.6,6.62,3.94
1.04,4,62.0,59.0,3603,6.47,6.49,4.02
0.8,3,63.8,55.0,3603,5.84,5.89,3.74
0.83,3,63.3,56.0,3603,5.99,5.92,3.77
1.1,4,62.9,59.0,3604,6.6,6.53,4.13
0.71,4,60.9,58.0,3604,5.76,5.8,3.52
1.01,4,58.0,60.0,3604,6.58,6.53,3.8
0.9,2,57.9,62.0,3604,6.33,6.24,3.64
1.1,4,59.7,62.0,3604,6.8,6.64,4.01
0.9,2,63.9,58.0,3604,6.12,6.08,3.9
0.9,3,62.3,64.0,3605,6.1,6.13,3.81
1.01,3,59.1,63.0,3605,6.54,6.59,3.88
0.9,3,63.4,59.0,3605,6.07,6.11,3.86
0.79,5,61.8,56.0,3605,5.91,5.94,3.66
0.79,5,61.2,57.0,3605,5.94,5.98,3.65
1.16,5,62.8,57.0,3605,6.8,6.64,4.22
1.11,4,60.4,59.0,3605,6.7,6.64,4.03
0.73,3,62.9,59.0,3606,5.7,5.78,3.61
1.15,5,62.0,55.0,3606,6.76,6.69,4.17
0.73,3,63.0,60.0,3607,5.68,5.72,3.59
1.13,4,62.3,56.0,3607,6.69,6.61,4.14
1.03,2,63.8,54.0,3607,6.36,6.3,4.04
1.13,5,62.2,55.0,3607,6.68,6.63,4.14
0.91,4,61.7,58.0,3609,6.22,6.29,3.86
1.06,5,62.1,55.0,3609,6.57,6.54,4.07
0.9,4,62.4,57.0,3609,6.19,6.14,3.85
0.31,3,61.1,57.0,571,4.35,4.36,2.66
0.31,3,62.1,58.0,571,4.3,4.33,2.68
0.31,5,62.3,55.0,571,4.33,4.37,2.71
0.31,3,62.9,57.0,571,4.27,4.32,2.7
0.31,5,62.0,54.0,571,4.34,4.37,2.7
0.31,4,61.2,60.0,571,4.35,4.41,2.68
0.31,2,63.5,56.0,571,4.29,4.31,2.73
0.31,3,60.0,61.0,571,4.41,4.43,2.65
0.31,5,61.0,57.0,571,4.38,4.41,2.68
0.31,5,62.6,57.0,571,4.3,4.33,2.7
0.31,3,62.9,56.0,571,4.31,4.34,2.72
0.31,3,62.8,55.0,571,4.33,4.36,2.73
0.31,5,62.6,56.0,571,4.33,4.36,2.72
0.31,4,61.4,58.0,571,4.34,4.39,2.68
0.31,2,63.5,58.0,571,4.27,4.3,2.72
0.31,3,63.0,54.0,571,4.32,4.35,2.73
0.31,2,63.7,54.0,571,4.31,4.35,2.76
0.31,5,61.8,56.0,571,4.34,4.37,2.69
0.31,5,62.1,56.0,571,4.33,4.37,2.7
0.31,3,60.2,56.0,571,4.37,4.4,2.64
0.31,5,61.1,56.0,571,4.36,4.38,2.67
0.31,5,61.2,55.0,571,4.37,4.49,2.71
0.31,5,60.8,56.0,571,4.32,4.37,2.64
0.31,4,61.0,58.0,571,4.33,4.39,2.66
0.31,5,62.4,56.0,571,4.31,4.35,2.7
0.31,2,63.1,59.0,571,4.25,4.31,2.7
0.31,2,63.9,54.0,571,4.27,4.3,2.74
0.31,5,62.6,57.0,571,4.3,4.32,2.7
0.31,5,62.1,56.0,571,4.35,4.38,2.71
0.31,5,61.5,56.0,571,4.33,4.35,2.67
0.91,2,63.6,56.0,3610,6.14,6.09,3.89
0.72,3,59.9,57.0,3610,5.83,5.86,3.5
1.01,3,58.8,58.0,3610,6.52,6.57,3.85
0.92,5,62.1,55.0,3610,6.24,6.29,3.89
0.75,5,60.8,57.0,3610,5.87,5.9,3.58
0.96,2,56.7,62.0,3611,6.51,6.39,3.66
0.7,5,60.9,57.0,3611,5.7,5.78,3.5
1.01,2,63.9,58.0,3611,6.37,6.31,4.05
1.04,4,62.4,58.0,3611,6.49,6.4,4.02
0.71,3,62.0,56.0,3612,5.71,5.74,3.55
0.7,5,61.7,55.0,3612,5.7,5.74,3.53
1.0,4,59.9,55.0,3612,6.48,6.4,3.86
0.92,3,62.5,59.0,3613,6.2,6.24,3.89
0.78,5,61.7,56.0,3613,5.89,5.94,3.65
0.9,1,64.6,56.0,3613,6.01,6.07,3.9
1.15,5,62.8,57.0,3613,6.7,6.65,4.19
0.72,3,60.7,56.0,3614,5.78,5.81,3.52
1.0,2,58.7,62.0,3614,6.47,6.51,3.81
1.09,5,61.0,56.0,3614,6.66,6.62,4.05
0.91,3,62.9,54.0,3615,6.14,6.22,3.89
0.9,3,63.8,53.0,3615,6.1,6.16,3.91
0.9,3,63.4,54.0,3615,6.11,6.16,3.89
1.05,1,66.0,60.0,3615,6.3,6.22,4.13
0.73,5,61.3,57.0,3615,5.81,5.83,3.57
0.9,2,64.5,57.0,3615,6.04,6.09,3.91
0.9,2,65.0,57.0,3615,5.96,6.01,3.89
1.09,5,62.5,55.0,3615,6.64,6.58,4.13
1.05,5,61.6,57.0,3616,6.55,6.51,4.02
0.74,3,61.9,59.0,3616,5.74,5.77,3.56
0.73,2,59.5,61.0,3616,5.8,5.83,3.46
1.0,2,59.5,61.0,3616,6.46,6.52,3.86
0.9,4,62.0,58.0,3617,6.19,6.11,3.81
1.03,1,65.1,57.0,3617,6.43,6.36,4.16
0.91,4,62.6,56.0,3618,6.18,6.13,3.85
0.92,4,62.0,60.0,3618,6.21,6.27,3.87
0.92,3,59.4,62.0,3618,6.34,6.36,3.77
0.91,3,63.5,59.0,3618,6.1,6.06,3.86
0.7,5,62.8,53.4,3618,5.64,5.68,3.55
0.7,5,63.1,54.0,3618,5.62,5.65,3.56
0.71,4,60.0,58.0,3618,5.92,5.84,3.53
0.91,4,61.4,60.0,3618,6.23,6.21,3.82
0.9,5,61.9,56.0,3619,6.18,6.23,3.84
0.9,4,61.4,58.0,3619,6.13,6.19,3.78
0.72,3,59.4,56.0,3619,5.85,5.9,3.49
0.88,5,62.2,56.0,3619,6.11,6.17,3.82
1.01,3,63.3,54.0,3620,6.42,6.34,4.04
1.01,2,63.6,57.0,3620,6.3,6.21,3.98
1.01,2,63.8,56.0,3620,6.32,6.22,4.0
0.73,4,60.0,58.0,3620,5.86,5.9,3.53
0.91,4,59.5,62.0,3620,6.3,6.24,3.73
1.01,4,60.1,58.0,3620,6.55,6.52,3.93
0.93,4,59.5,60.0,3620,6.39,6.36,3.79
0.73,5,61.2,57.0,3620,5.85,5.8,3.57
0.82,3,58.7,58.0,3621,6.1,6.2,3.61
0.9,2,61.3,59.0,3621,6.12,6.15,3.76
0.7,3,62.3,56.0,3622,5.66,5.7,3.54
0.7,3,61.1,57.0,3622,5.7,5.75,3.5
0.7,3,63.1,58.0,3622,5.6,5.66,3.55
0.72,5,61.4,56.0,3622,5.8,5.82,3.57
0.72,5,62.3,54.0,3622,5.74,5.79,3.59
0.8,5,62.3,54.0,3622,5.95,5.97,3.71
0.82,5,61.8,58.0,3622,5.99,6.05,3.72
0.98,1,61.8,66.0,3622,6.38,6.27,3.91
0.7,3,63.4,58.0,3622,5.64,5.59,3.56
1.1,5,61.3,56.9,3623,6.62,6.68,4.08
0.92,4,62.4,58.0,3624,6.19,6.22,3.87
0.94,3,62.7,61.0,3624,6.21,6.24,3.9
0.9,3,63.1,58.0,3624,6.09,6.15,3.86
0.81,5,61.9,55.0,3624,6.0,5.95,3.7
0.81,5,61.8,55.0,3624,5.96,5.92,3.67
0.75,5,61.7,55.0,3625,5.82,5.85,3.6
0.92,3,59.9,60.0,3625,6.26,6.29,3.76
0.61,5,62.3,54.0,3625,5.4,5.45,3.38
0.9,4,60.7,61.0,3625,6.19,6.17,3.75
0.83,4,61.3,59.0,3625,6.08,6.02,3.71
0.83,5,61.8,57.0,3625,6.04,6.03,3.73
0.9,2,60.8,65.0,3625,6.31,6.18,3.8
0.71,3,62.7,58.0,3626,5.67,5.72,3.57
1.01,2,63.6,58.0,3626,6.31,6.37,4.03
1.01,2,63.7,58.0,3626,6.31,6.35,4.03
0.9,2,64.5,58.0,3627,6.0,5.96,3.86
0.79,4,62.1,59.0,3628,5.9,5.86,3.65
1.0,5,58.8,55.0,3629,6.53,6.46,3.82
1.0,5,58.8,55.0,3629,6.53,6.46,3.82
0.9,5,61.5,58.0,3629,6.19,6.23,3.82
0.72,5,62.5,55.0,3629,5.71,5.74,3.58
0.9,1,64.5,57.0,3629,6.07,6.03,3.9
0.9,5,62.8,57.0,3629,6.16,6.14,3.86
0.9,4,60.0,56.0,3629,6.33,6.27,3.78
0.9,4,61.9,58.0,3629,6.2,6.15,3.82
0.9,4,60.0,59.0,3629,6.23,6.16,3.72
1.08,5,62.0,57.0,3629,6.65,6.55,4.06
0.9,4,58.4,62.0,3629,6.37,6.34,3.71
0.9,3,60.3,63.0,3630,6.28,6.21,3.77
0.8,5,61.7,56.0,3630,5.99,6.04,3.71
1.0,1,67.7,57.0,3631,6.0,6.15,4.11
0.91,3,62.5,59.0,3632,6.16,6.23,3.87
0.9,3,59.8,53.0,3632,6.2,6.25,3.72
0.91,2,64.3,57.0,3632,6.0,6.04,3.87
0.74,5,61.9,57.0,3633,5.79,5.81,3.59
1.02,2,59.6,64.0,3633,6.58,6.55,3.91
1.06,1,65.3,62.0,3633,6.33,6.25,4.11
1.02,1,66.6,58.0,3633,6.21,6.14,4.11
1.02,2,64.2,61.0,3633,6.3,6.21,4.02
0.94,3,62.0,57.0,3634,6.28,6.34,3.91
1.0,4,62.0,60.0,3634,6.38,6.3,3.93
1.0,1,65.2,56.0,3634,6.27,6.21,4.07
1.0,2,64.0,59.0,3634,6.29,6.24,4.01
1.0,1,43.0,59.0,3634,6.32,6.27,3.97
1.0,4,60.1,61.0,3634,6.44,6.4,3.86
1.0,4,60.1,61.0,3634,6.44,6.4,3.86
1.03,4,62.8,58.0,3634,6.48,6.41,4.05
1.0,2,63.9,56.0,3634,6.32,6.27,4.02
1.03,5,61.0,56.0,3634,6.58,6.52,3.99
1.03,5,60.8,56.0,3634,6.56,6.47,3.96
0.91,5,62.4,57.0,3635,6.18,6.23,3.87
0.74,5,61.2,56.0,3635,5.83,5.86,3.58
0.74,5,60.9,55.0,3635,5.84,5.91,3.58
1.12,5,62.9,57.0,3638,6.55,6.52,4.11
0.91,3,60.3,59.0,3638,6.28,6.25,3.78
1.02,2,62.2,61.0,3639,6.41,6.48,4.01
0.91,4,61.1,59.0,3639,6.24,6.2,3.8
0.91,4,62.8,61.0,3639,6.09,6.07,3.82
1.14,2,63.9,58.0,3639,6.64,6.6,4.23
1.0,4,59.8,58.0,3640,6.53,6.48,3.89
0.76,3,62.9,58.0,3640,5.76,5.85,3.65
1.03,3,63.1,57.0,3640,6.41,6.43,4.05
1.0,1,65.1,58.0,3640,6.27,6.15,4.05
1.0,4,59.1,62.0,3640,6.5,6.47,3.83
1.0,2,64.1,61.0,3640,6.36,6.27,4.05
1.0,4,59.6,62.0,3640,6.52,6.41,3.85
1.0,2,57.6,61.0,3640,6.56,6.52,3.77
1.0,2,63.8,55.0,3640,6.28,6.24,4.0
1.0,3,63.3,54.0,3640,6.39,6.34,4.03
1.0,4,59.7,62.0,3640,6.52,6.46,3.87
1.0,4,63.0,56.0,3640,6.37,6.33,4.0
1.0,2,63.8,57.0,3640,6.32,6.28,4.02
0.82,3,62.6,60.0,3641,5.91,5.97,3.72
0.85,5,62.4,57.0,3641,6.13,6.01,3.79
0.71,4,62.0,58.0,3642,5.67,5.72,3.53
0.91,5,62.7,57.0,3642,6.16,6.21,3.88
0.9,3,62.4,57.0,3643,6.13,6.18,3.84
0.9,3,58.8,59.0,3643,6.24,6.28,3.68
0.77,3,62.4,58.0,3643,5.82,5.87,3.65
0.81,3,61.9,60.0,3643,5.87,5.95,3.66
0.9,3,63.0,58.0,3643,6.13,6.18,3.88
1.16,4,61.8,59.0,3644,6.74,6.78,4.18
0.9,2,63.3,59.0,3644,6.06,6.1,3.85
0.9,5,61.5,57.0,3644,6.17,6.23,3.81
0.9,3,62.2,58.0,3644,6.13,6.18,3.83
0.93,3,60.8,62.0,3644,6.29,6.34,3.84
0.7,5,61.7,58.0,3644,5.66,5.71,3.51
0.91,4,61.0,58.0,3644,6.31,6.27,3.84
0.91,4,62.7,59.0,3644,6.23,6.18,3.89
0.77,4,62.1,57.0,3644,5.85,5.8,3.62
1.16,2,63.7,57.0,3644,6.59,6.56,4.19
1.0,2,61.4,61.0,3646,6.32,6.35,3.89
0.93,4,62.8,58.0,3646,6.24,6.21,3.91
0.77,5,61.2,56.0,3647,5.9,5.93,3.62
0.8,5,62.2,57.0,3648,5.95,5.98,3.71
0.76,5,61.9,54.0,3648,5.87,5.9,3.64
0.76,5,61.9,57.0,3648,5.83,5.86,3.62
0.76,5,61.3,54.0,3648,5.88,5.94,3.62
0.92,4,58.4,58.0,3648,6.4,6.34,3.73
0.76,5,60.5,56.0,3649,5.94,5.99,3.61
0.92,2,63.3,57.0,3649,6.17,6.22,3.92
0.9,3,63.6,57.0,3649,6.09,6.12,3.88
0.9,3,63.5,59.0,3649,6.07,6.11,3.87
0.73,5,61.7,57.0,3649,5.77,5.8,3.57
0.92,4,62.9,58.0,3650,6.21,6.15,3.89
0.93,3,63.0,53.0,3651,6.22,6.26,3.93
1.02,4,58.9,60.0,3651,6.57,6.53,3.86
1.0,2,57.8,64.0,3651,6.55,6.5,3.77
0.82,5,61.5,56.0,3652,6.01,6.05,3.71
0.95,4,58.8,60.0,3652,6.45,6.38,3.77
0.8,3,62.3,57.0,3653,5.91,5.94,3.69
0.91,3,61.6,59.0,3653,6.14,6.24,3.81
0.8,5,62.0,55.0,3653,5.93,6.0,3.7
0.76,3,62.1,56.0,3655,5.81,5.85,3.63
1.01,2,62.8,58.0,3655,6.3,6.35,3.97
0.77,5,60.9,58.0,3655,5.91,5.95,3.61
1.11,4,61.9,58.0,3655,6.66,6.63,4.11
1.07,3,63.5,59.0,3655,6.52,6.46,4.12
1.02,4,62.5,58.0,3656,6.42,6.34,3.99
0.9,3,63.3,58.0,3656,6.07,6.1,3.85
0.7,5,61.9,56.0,3656,5.68,5.73,3.53
0.7,5,60.8,56.0,3656,5.74,5.77,3.5
0.9,5,62.6,54.0,3656,6.15,6.18,3.86
1.02,2,64.0,57.0,3656,6.41,6.37,4.09
1.02,5,62.9,57.0,3656,6.41,6.37,4.02
1.01,4,61.9,59.0,3658,6.38,6.34,3.94
0.96,1,68.8,56.0,3658,6.11,5.98,4.16
0.91,3,62.4,58.0,3659,6.17,6.21,3.86
0.9,2,62.8,64.0,3659,6.18,5.99,3.82
0.73,5,60.9,55.8,3660,5.8,5.85,3.55
0.9,2,59.9,61.0,3660,6.16,6.2,3.7
0.91,2,63.3,62.0,3660,6.01,6.09,3.83
1.09,4,62.7,60.0,3662,6.57,6.51,4.1
0.9,4,62.2,60.0,3662,6.15,6.19,3.84
0.9,3,62.4,57.0,3662,6.13,6.17,3.84
0.9,4,61.3,60.0,3662,6.17,6.23,3.8
0.9,4,60.8,60.0,3662,6.21,6.25,3.79
0.9,3,62.6,60.0,3662,6.09,6.18,3.84
0.9,5,62.0,55.0,3662,6.15,6.23,3.84
0.7,5,61.2,56.0,3662,5.73,5.76,3.52
1.22,3,61.6,56.0,3663,6.8,6.87,4.21
0.89,2,64.3,55.0,3663,6.12,6.01,3.9
0.9,4,60.1,59.0,3663,6.37,6.25,3.79
0.91,3,61.0,57.0,3664,6.2,6.26,3.8
0.87,3,60.2,60.0,3664,6.12,6.17,3.7
0.91,5,62.3,56.0,3664,6.18,6.22,3.86
1.01,4,59.6,62.0,3665,6.56,6.5,3.89
0.91,5,60.7,56.0,3665,6.26,6.22,3.79
1.01,4,59.6,60.0,3665,6.5,6.55,3.89
1.19,5,61.5,57.0,3665,6.79,6.83,4.19
1.27,3,60.2,62.0,3665,7.0,7.05,4.23
0.91,4,62.2,58.0,3665,6.29,6.18,3.86
1.01,2,63.6,54.0,3665,6.44,6.36,4.07
0.91,3,62.1,55.0,3666,6.16,6.24,3.85
0.9,2,63.5,61.0,3666,5.96,6.01,3.8
0.73,5,61.3,56.0,3667,5.79,5.82,3.56
0.7,3,60.6,60.0,3668,5.71,5.75,3.47
0.78,3,62.2,56.0,3668,5.85,5.91,3.66
1.03,4,62.2,60.0,3668,6.47,6.45,4.02
0.74,5,61.4,58.0,3668,5.8,5.83,3.57
1.03,3,63.1,57.0,3668,6.42,6.38,4.04
0.73,3,63.8,59.0,3669,5.69,5.72,3.64
0.95,4,62.6,59.0,3669,6.23,6.26,3.91
0.85,3,60.3,57.0,3669,6.09,6.22,3.71
0.73,5,61.9,57.0,3669,5.76,5.8,3.58
0.9,2,57.7,65.0,3669,6.25,6.29,3.62
0.9,2,65.2,58.0,3669,6.0,6.06,3.93
1.04,4,62.0,59.0,3669,6.49,6.47,4.02
0.91,4,62.8,58.0,3669,6.16,6.13,3.86
0.9,2,63.7,60.0,3669,6.11,6.07,3.88
0.91,4,61.9,57.0,3669,6.24,6.19,3.85
0.9,3,63.1,59.0,3669,6.15,6.11,3.87
0.9,2,63.7,64.0,3669,6.07,6.02,3.85
0.9,2,63.7,58.0,3669,6.12,6.09,3.89
0.9,2,64.0,59.0,3669,6.05,6.01,3.86
0.9,2,63.8,59.0,3669,6.08,6.05,3.87
0.9,3,63.2,59.0,3669,6.1,6.05,3.84
0.9,4,62.0,61.0,3669,6.13,6.07,3.78
1.12,4,61.2,58.0,3669,6.72,6.68,4.1
1.0,1,66.7,57.0,3669,6.07,5.99,4.02
1.04,5,62.0,57.0,3669,6.53,6.43,4.02
0.91,5,62.5,55.0,3669,6.25,6.2,3.89
0.9,4,61.9,59.0,3669,6.18,6.13,3.81
1.12,1,64.6,57.0,3669,6.5,6.47,4.19
1.17,4,62.8,58.0,3669,6.71,6.69,4.21
1.13,5,61.1,56.0,3669,6.77,6.71,4.12
